 ID,adj.P.Val,P.Value,t,B,logFC,miRNA_ID,miRNA_ID_LIST
MIMAT0014996,0.56,0.40328,0.84048,-4.85,0.22914,MIMAT0014996,hsa-miR-3131
MIMAT0028119,0.561,0.4049,0.83757,-4.85,0.23666,MIMAT0028119,hsa-miR-7111-5p
MIMAT0019885,0.562,0.40792,0.83217,-4.85,0.21563,MIMAT0019885,hsa-miR-4749-5p
MIMAT0015019,0.562,0.40794,0.83214,-4.85,0.23672,MIMAT0015019,hsa-miR-3147
MIMAT0016878,0.562,0.41064,0.82734,-4.85,0.20921,MIMAT0016878,hsa-miR-4257
MIMAT0003282,0.562,0.41079,0.82708,-4.85,0.16377,MIMAT0003282,hsa-miR-614
MIMAT0027457,0.562,0.41113,0.82648,-4.85,0.23098,MIMAT0027457,hsa-miR-6778-3p
MIMAT0027401,0.562,0.41179,0.82529,-4.86,0.26248,MIMAT0027401,hsa-miR-6750-3p
MIMAT0004496,0.562,0.41185,0.82518,-4.86,0.20626,MIMAT0004496,hsa-miR-23a-5p
MIMAT0009199,0.564,0.41447,0.82055,-4.86,0.22839,MIMAT0009199,hsa-miR-365a-5p
MIMAT0027458,0.565,0.41565,0.81847,-4.86,0.22181,MIMAT0027458,hsa-miR-6779-5p
MIMAT0025856,0.573,0.42284,0.80586,-4.86,0.20177,MIMAT0025856,hsa-miR-6724-5p
MIMAT0019913,0.575,0.42559,0.80107,-4.87,0.20303,MIMAT0019913,hsa-miR-4763-3p
MIMAT0027530,0.575,0.42733,0.79806,-4.87,0.19776,MIMAT0027530,hsa-miR-6815-5p
MIMAT0026486,0.575,0.42749,0.79777,-4.87,0.21104,MIMAT0026486,hsa-miR-328-5p
MIMAT0022732,0.575,0.42784,0.79716,-4.87,0.23907,MIMAT0022732,hsa-miR-3191-5p
MIMAT0004508,0.577,0.43025,0.793,-4.87,0.23008,MIMAT0004508,hsa-miR-92a-2-5p
MIMAT0019838,0.586,0.4379,0.77986,-4.88,0.24067,MIMAT0019838,hsa-miR-4723-5p
MIMAT0004610,0.597,0.44703,0.76436,-4.88,0.22575,MIMAT0004610,hsa-miR-150-3p
MIMAT0022736,0.597,0.44832,0.76218,-4.89,0.22589,MIMAT0022736,hsa-miR-642b-5p
MIMAT0027538,0.598,0.44976,0.75974,-4.89,0.20206,MIMAT0027538,hsa-miR-6819-5p
MIMAT0027374,0.6,0.45236,0.75538,-4.89,0.23731,MIMAT0027374,hsa-miR-6736-3p
MIMAT0022941,0.601,0.4541,0.75246,-4.89,0.18833,MIMAT0022941,hsa-miR-1227-5p
MIMAT0019798,0.603,0.45669,0.74814,-4.89,0.2009,MIMAT0019798,hsa-miR-4701-5p
MIMAT0027592,0.608,0.46292,0.73779,-4.9,0.21455,MIMAT0027592,hsa-miR-6846-5p
MIMAT0027382,0.608,0.46309,0.7375,-4.9,0.22521,MIMAT0027382,hsa-miR-6740-3p
MIMAT0023700,0.608,0.46312,0.73746,-4.9,0.18876,MIMAT0023700,hsa-miR-6075
MIMAT0005572,0.609,0.46611,0.73252,-4.9,0.21316,MIMAT0005572,hsa-miR-1225-5p
MIMAT0030414,0.609,0.46684,0.73131,-4.9,0.20964,MIMAT0030414,hsa-miR-4433b-3p
MIMAT0027650,0.609,0.4678,0.72973,-4.9,0.19013,MIMAT0027650,hsa-miR-6875-5p
MIMAT0027430,0.609,0.46796,0.72948,-4.9,0.16735,MIMAT0027430,hsa-miR-6765-5p
MIMAT0019859,0.612,0.47123,0.7241,-4.9,0.15927,MIMAT0019859,hsa-miR-4734
MIMAT0027383,0.616,0.4752,0.71761,-4.91,0.1829,MIMAT0027383,hsa-miR-6741-5p
MIMAT0029782,0.618,0.47807,0.71294,-4.91,0.27884,MIMAT0029782,hsa-miR-7641
MIMAT0019721,0.618,0.47892,0.71156,-4.91,0.1794,MIMAT0019721,hsa-miR-4655-5p
MIMAT0027464,0.618,0.47919,0.71111,-4.91,0.22542,MIMAT0027464,hsa-miR-6782-5p
MIMAT0019082,0.618,0.48102,0.70815,-4.91,0.18998,MIMAT0019082,hsa-miR-4539
MIMAT0007881,0.618,0.48227,0.70613,-4.91,0.18296,MIMAT0007881,hsa-miR-1908-5p
MIMAT0027431,0.618,0.4826,0.7056,-4.91,0.15914,MIMAT0027431,hsa-miR-6765-3p
MIMAT0027616,0.618,0.48327,0.70451,-4.91,0.16991,MIMAT0027616,hsa-miR-6858-5p
MIMAT0027448,0.621,0.48711,0.69833,-4.91,0.17269,MIMAT0027448,hsa-miR-6774-5p
MIMAT0005586,0.623,0.48959,0.69434,-4.92,0.17571,MIMAT0005586,hsa-miR-1231
MIMAT0027038,0.623,0.4903,0.69319,-4.92,0.20353,MIMAT0027038,hsa-miR-1343-5p
MIMAT0016882,0.623,0.49101,0.69206,-4.92,0.23102,MIMAT0016882,hsa-miR-4253
MIMAT0004552,0.626,0.49497,0.68573,-4.92,0.21508,MIMAT0004552,hsa-miR-139-3p
MIMAT0027375,0.628,0.4971,0.68234,-4.92,0.17679,MIMAT0027375,hsa-miR-6737-5p
MIMAT0027516,0.628,0.49794,0.681,-4.92,0.17884,MIMAT0027516,hsa-miR-6808-5p
MIMAT0019779,0.632,0.50381,0.67171,-4.93,0.1708,MIMAT0019779,hsa-miR-4690-5p
MIMAT0005573,0.632,0.50444,0.67072,-4.93,0.15684,MIMAT0005573,hsa-miR-1225-3p
MIMAT0001339,0.632,0.50539,0.66921,-4.93,0.16054,MIMAT0001339,hsa-miR-422a
MIMAT0030996,0.632,0.50566,0.66879,-4.93,0.15895,MIMAT0030996,hsa-miR-8069
MIMAT0027480,0.632,0.50634,0.66772,-4.93,0.15916,MIMAT0027480,hsa-miR-6790-5p
MIMAT0027684,0.633,0.50783,0.66538,-4.93,0.16532,MIMAT0027684,hsa-miR-6892-5p
MIMAT0019797,0.635,0.51091,0.66053,-4.93,0.18113,MIMAT0019797,hsa-miR-4700-3p
MIMAT0019870,0.637,0.51427,0.65528,-4.93,0.20784,MIMAT0019870,hsa-miR-4740-3p
MIMAT0023116,0.637,0.51439,0.65509,-4.93,0.17565,MIMAT0023116,hsa-miR-5739
MIMAT0025852,0.637,0.51516,0.65389,-4.93,0.18301,MIMAT0025852,hsa-miR-6721-5p
MIMAT0022717,0.637,0.51609,0.65244,-4.93,0.19503,MIMAT0022717,hsa-miR-873-3p
MIMAT0027622,0.645,0.5238,0.64046,-4.94,0.17641,MIMAT0027622,hsa-miR-6860
MIMAT0027506,0.646,0.52674,0.63592,-4.94,0.16297,MIMAT0027506,hsa-miR-6803-5p
MIMAT0027586,0.646,0.52715,0.63529,-4.94,0.16601,MIMAT0027586,hsa-miR-6842-5p
MIMAT0005905,0.646,0.52909,0.63231,-4.94,0.15054,MIMAT0005905,hsa-miR-1254
MIMAT0027418,0.646,0.52912,0.63225,-4.94,0.18644,MIMAT0027418,hsa-miR-6759-5p
MIMAT0019043,0.65,0.53331,0.62583,-4.94,0.19106,MIMAT0019043,hsa-miR-2392
MIMAT0015010,0.65,0.53483,0.62349,-4.94,0.17115,MIMAT0015010,hsa-miR-3141
MIMAT0027488,0.65,0.53488,0.62341,-4.94,0.16759,MIMAT0027488,hsa-miR-6794-5p
MIMAT0027359,0.657,0.54229,0.61211,-4.95,0.14407,MIMAT0027359,hsa-miR-6729-5p
MIMAT0027542,0.662,0.54732,0.60449,-4.95,0.16343,MIMAT0027542,hsa-miR-6821-5p
MIMAT0023710,0.664,0.54994,0.60053,-4.95,0.15586,MIMAT0023710,hsa-miR-6085
MIMAT0021080,0.666,0.55348,0.5952,-4.95,0.16318,MIMAT0021080,hsa-miR-5088-5p
MIMAT0028121,0.666,0.55367,0.59492,-4.95,0.15049,MIMAT0028121,hsa-miR-7112-5p
MIMAT0023715,0.675,0.56262,0.58151,-4.96,0.12776,MIMAT0023715,hsa-miR-6090
MIMAT0024782,0.68,0.56781,0.57379,-4.96,0.16841,MIMAT0024782,hsa-miR-6165
MIMAT0004983,0.68,0.56904,0.57196,-4.96,0.12983,MIMAT0004983,hsa-miR-940
MIMAT0027468,0.68,0.56962,0.5711,-4.96,0.13735,MIMAT0027468,hsa-miR-6784-5p
MIMAT0027596,0.68,0.57087,0.56924,-4.96,0.15601,MIMAT0027596,hsa-miR-6848-5p
MIMAT0027678,0.682,0.5734,0.5655,-4.97,0.1496,MIMAT0027678,hsa-miR-6889-5p
MIMAT0019077,0.683,0.57515,0.56292,-4.97,0.17938,MIMAT0019077,hsa-miR-1587
MIMAT0027462,0.684,0.57717,0.55993,-4.97,0.1323,MIMAT0027462,hsa-miR-6781-5p
MIMAT0019033,0.685,0.57933,0.55675,-4.97,0.1641,MIMAT0019033,hsa-miR-4498
MIMAT0027404,0.685,0.58014,0.55557,-4.97,0.13671,MIMAT0027404,hsa-miR-6752-5p
MIMAT0019835,0.685,0.58127,0.55391,-4.97,0.15679,MIMAT0019835,hsa-miR-4721
MIMAT0019044,0.688,0.58522,0.54812,-4.97,0.16012,MIMAT0019044,hsa-miR-4507
MIMAT0018072,0.688,0.5861,0.54682,-4.97,0.15193,MIMAT0018072,hsa-miR-3652
MIMAT0004794,0.691,0.59112,0.53951,-4.97,0.12836,MIMAT0004794,hsa-miR-551b-5p
MIMAT0027472,0.691,0.59162,0.53878,-4.97,0.12145,MIMAT0027472,hsa-miR-6786-5p
MIMAT0022260,0.691,0.59292,0.53689,-4.98,0.15282,MIMAT0022260,hsa-miR-5572
MIMAT0018076,0.691,0.59358,0.53592,-4.98,0.12491,MIMAT0018076,hsa-miR-3656
MIMAT0027474,0.698,0.60001,0.52659,-4.98,0.13994,MIMAT0027474,hsa-miR-6787-5p
MIMAT0019979,0.699,0.60272,0.52268,-4.98,0.14858,MIMAT0019979,hsa-miR-4800-3p
MIMAT0027500,0.701,0.60539,0.51883,-4.98,0.13255,MIMAT0027500,hsa-miR-6800-5p
MIMAT0027540,0.707,0.61127,0.51037,-4.98,0.14057,MIMAT0027540,hsa-miR-6820-5p
MIMAT0018986,0.707,0.61259,0.50848,-4.98,0.13855,MIMAT0018986,hsa-miR-4462
MIMAT0018951,0.707,0.61332,0.50744,-4.98,0.19485,MIMAT0018951,hsa-miR-4435
MIMAT0019695,0.712,0.61972,0.49829,-4.99,0.17754,MIMAT0019695,hsa-miR-4638-5p
MIMAT0019887,0.712,0.6202,0.49761,-4.99,0.12947,MIMAT0019887,hsa-miR-4750-5p
MIMAT0027484,0.712,0.62144,0.49584,-4.99,0.12419,MIMAT0027484,hsa-miR-6792-5p
MIMAT0025854,0.713,0.62425,0.49184,-4.99,0.13129,MIMAT0025854,hsa-miR-6722-3p
MIMAT0024615,0.713,0.62605,0.48929,-4.99,0.18934,MIMAT0024615,hsa-miR-6131
MIMAT0028117,0.713,0.62846,0.48587,-4.99,0.14341,MIMAT0028117,hsa-miR-7110-5p
MIMAT0018931,0.713,0.62969,0.48412,-4.99,0.1465,MIMAT0018931,hsa-miR-4419a
MIMAT0022967,0.713,0.62973,0.48407,-4.99,0.12913,MIMAT0022967,hsa-miR-3620-5p
MIMAT0005922,0.713,0.63123,0.48194,-4.99,0.13079,MIMAT0005922,hsa-miR-1268a
MIMAT0021021,0.713,0.63128,0.48188,-4.99,0.13115,MIMAT0021021,hsa-miR-5001-5p
MIMAT0027548,0.713,0.63155,0.48149,-4.99,0.1304,MIMAT0027548,hsa-miR-6824-5p
MIMAT0019699,0.714,0.63344,0.47882,-4.99,0.13058,MIMAT0019699,hsa-miR-4640-5p
MIMAT0027660,0.714,0.63458,0.47721,-4.99,0.13792,MIMAT0027660,hsa-miR-6880-5p
MIMAT0031016,0.716,0.63734,0.47333,-4.99,0.13878,MIMAT0031016,hsa-miR-8089
MIMAT0019874,0.717,0.63929,0.47059,-5,0.14373,MIMAT0019874,hsa-miR-4743-5p
MIMAT0004945,0.718,0.64159,-0.46734,-5,-0.11927,MIMAT0004945,hsa-miR-744-5p
MIMAT0004589,0.718,0.64247,0.46612,-5,0.13499,MIMAT0004589,hsa-miR-30b-3p
MIMAT0015070,0.747,0.67007,0.42771,-5.01,0.11781,MIMAT0015070,hsa-miR-3188
MIMAT0004970,0.752,0.67519,0.42067,-5.01,0.1241,MIMAT0004970,hsa-miR-920
MIMAT0019015,0.757,0.68098,0.41271,-5.01,0.14529,MIMAT0019015,hsa-miR-4481
MIMAT0025478,0.762,0.68688,-0.40464,-5.01,-0.10661,MIMAT0025478,hsa-miR-6511a-5p
MIMAT0027550,0.765,0.69144,0.39842,-5.01,0.11023,MIMAT0027550,hsa-miR-6825-5p
MIMAT0016889,0.765,0.69183,0.39789,-5.01,0.09927,MIMAT0016889,hsa-miR-4327
MIMAT0024616,0.765,0.69324,-0.39597,-5.02,-0.10095,MIMAT0024616,hsa-miR-6132
MIMAT0018945,0.766,0.6952,0.39331,-5.02,0.10668,MIMAT0018945,hsa-miR-4430
MIMAT0027498,0.769,0.69999,0.3868,-5.02,0.11274,MIMAT0027498,hsa-miR-6799-5p
MIMAT0023701,0.769,0.70079,0.38571,-5.02,0.10743,MIMAT0023701,hsa-miR-6076
MIMAT0019021,0.769,0.70133,0.38498,-5.02,0.10388,MIMAT0019021,hsa-miR-4487
MIMAT0019964,0.771,0.70516,0.37979,-5.02,0.11359,MIMAT0019964,hsa-miR-4792
MIMAT0019003,0.774,0.70894,0.37468,-5.02,0.12922,MIMAT0019003,hsa-miR-4476
MIMAT0015028,0.777,0.713,0.3692,-5.02,0.10263,MIMAT0015028,hsa-miR-3154
MIMAT0018981,0.778,0.71484,0.36673,-5.02,0.09689,MIMAT0018981,hsa-miR-4459
MIMAT0028113,0.781,0.71881,0.36139,-5.02,0.08885,MIMAT0028113,hsa-miR-7108-5p
MIMAT0016849,0.784,0.72316,0.35555,-5.02,0.09886,MIMAT0016849,hsa-miR-4294
MIMAT0018994,0.785,0.72487,-0.35326,-5.03,-0.10286,MIMAT0018994,hsa-miR-4467
MIMAT0027686,0.798,0.73809,-0.33561,-5.03,-0.10142,MIMAT0027686,hsa-miR-6893-5p
MIMAT0005871,0.802,0.74371,0.32814,-5.03,0.101,MIMAT0005871,hsa-miR-1207-5p
MIMAT0004982,0.809,0.75092,0.31859,-5.03,0.09286,MIMAT0004982,hsa-miR-939-5p
MIMAT0030986,0.815,0.75756,0.30981,-5.03,0.06641,MIMAT0030986,hsa-miR-8059
MIMAT0019739,0.82,0.76878,0.29503,-5.04,0.07601,MIMAT0019739,hsa-miR-4665-5p
MIMAT0028125,0.82,0.76962,0.29393,-5.04,0.08279,MIMAT0028125,hsa-miR-7114-5p
MIMAT0004679,0.82,0.77017,0.2932,-5.04,0.05583,MIMAT0004679,hsa-miR-296-3p
MIMAT0018925,0.82,0.77048,0.29279,-5.04,0.07686,MIMAT0018925,hsa-miR-1268b
MIMAT0031180,0.82,0.77132,0.29169,-5.04,0.08325,MIMAT0031180,hsa-miR-7977
MIMAT0027658,0.82,0.77266,-0.28993,-5.04,-0.08537,MIMAT0027658,hsa-miR-6879-5p
MIMAT0019069,0.82,0.77266,0.28993,-5.04,0.09103,MIMAT0019069,hsa-miR-4530
MIMAT0027614,0.82,0.77277,0.28978,-5.04,0.08866,MIMAT0027614,hsa-miR-6857-5p
MIMAT0018961,0.82,0.77698,0.28426,-5.04,0.09933,MIMAT0018961,hsa-miR-4443
MIMAT0025846,0.82,0.77704,0.28419,-5.04,0.0751,MIMAT0025846,hsa-miR-6717-5p
MIMAT0019881,0.82,0.77733,0.28381,-5.04,0.07701,MIMAT0019881,hsa-miR-4746-3p
MIMAT0019337,0.82,0.77815,0.28274,-5.04,0.04598,MIMAT0019337,hsa-miR-3960
MIMAT0024598,0.828,0.78681,0.27141,-5.04,0.06534,MIMAT0024598,hsa-miR-6125
MIMAT0022693,0.828,0.79216,0.26444,-5.04,0.0808,MIMAT0022693,hsa-miR-204-3p
MIMAT0024610,0.828,0.79283,0.26357,-5.04,0.07864,MIMAT0024610,hsa-miR-6127
MIMAT0019788,0.828,0.79345,0.26276,-5.04,0.07643,MIMAT0019788,hsa-miR-4695-5p
MIMAT0022691,0.828,0.79345,0.26275,-5.04,0.07699,MIMAT0022691,hsa-miR-197-5p
MIMAT0030420,0.828,0.79424,0.26173,-5.04,0.07509,MIMAT0030420,hsa-miR-7845-5p
MIMAT0024599,0.831,0.79829,0.25647,-5.04,0.07239,MIMAT0024599,hsa-miR-6126
MIMAT0018971,0.841,0.80868,0.24298,-5.05,0.10107,MIMAT0018971,hsa-miR-4450
MIMAT0027454,0.842,0.81174,0.23902,-5.05,0.06902,MIMAT0027454,hsa-miR-6777-5p
MIMAT0004748,0.842,0.8128,0.23764,-5.05,0.07186,MIMAT0004748,hsa-miR-423-5p
MIMAT0025486,0.842,0.81422,-0.2358,-5.05,-0.06417,MIMAT0025486,hsa-miR-6515-5p
MIMAT0027482,0.852,0.825,0.22189,-5.05,0.05976,MIMAT0027482,hsa-miR-6791-5p
MIMAT0030999,0.856,0.83054,0.21475,-5.05,0.04867,MIMAT0030999,hsa-miR-8072
MIMAT0027496,0.858,0.83409,0.21018,-5.05,0.05552,MIMAT0027496,hsa-miR-6798-5p
MIMAT0016858,0.858,0.83475,0.20933,-5.05,0.05974,MIMAT0016858,hsa-miR-4306
MIMAT0004951,0.862,0.83973,0.20294,-5.05,0.05708,MIMAT0004951,hsa-miR-887-3p
MIMAT0015065,0.874,0.85315,0.18574,-5.05,0.05642,MIMAT0015065,hsa-miR-3185
MIMAT0022721,0.886,0.86617,0.1691,-5.05,0.04057,MIMAT0022721,hsa-miR-1247-3p
MIMAT0019020,0.887,0.86833,0.16635,-5.06,0.04888,MIMAT0019020,hsa-miR-4486
MIMAT0018104,0.892,0.87494,0.15792,-5.06,0.04833,MIMAT0018104,hsa-miR-3679-5p
MIMAT0027426,0.897,0.8815,-0.14957,-5.06,-0.04472,MIMAT0027426,hsa-miR-6763-5p
MIMAT0012734,0.912,0.8982,-0.12836,-5.06,-0.03313,MIMAT0012734,hsa-miR-711
MIMAT0030998,0.912,0.89934,-0.12692,-5.06,-0.03931,MIMAT0030998,hsa-miR-8071
MIMAT0018205,0.932,0.92089,0.09964,-5.06,0.02339,MIMAT0018205,hsa-miR-3928-3p
MIMAT0030421,0.932,0.92169,0.09863,-5.06,0.02553,MIMAT0030421,hsa-miR-7846-3p
MIMAT0027365,0.934,0.92554,0.09377,-5.06,0.02396,MIMAT0027365,hsa-miR-6732-5p
MIMAT0027572,0.943,0.93516,-0.08163,-5.06,-0.02373,MIMAT0027572,hsa-miR-6780b-5p
MIMAT0019041,0.979,0.97274,0.03429,-5.06,0.00853,MIMAT0019041,hsa-miR-4505
MIMAT0004948,0.984,0.9794,0.0259,-5.06,0.00668,MIMAT0004948,hsa-miR-885-3p
MIMAT0022977,0.985,0.98216,0.02243,-5.06,0.00594,MIMAT0022977,hsa-miR-4632-5p
MIMAT0003240,0.993,0.99167,0.01047,-5.06,0.00364,MIMAT0003240,hsa-miR-575
MIMAT0022259,0.993,0.99262,-0.00929,-5.06,-0.00288,MIMAT0022259,hsa-miR-5100
