 Gene_name,PValue,logFC,,,,
1560115_a_at,0.64781381,-0.04116587,,,,
226511_at,0.64782407,0.08091963,,,,
1556398_a_at,0.6478372,-0.02537412,,,,
205085_at,0.64786726,-0.08913272,,,,
242725_at,0.64787799,0.09341243,,,,
208506_at,0.64788963,-0.03659265,,,,
234939_s_at,0.64789372,-0.04521575,,,,
217395_at,0.64790067,-0.0481254,,,,
217401_at,0.64790632,-0.01855096,,,,
229902_at,0.64792974,0.05598614,,,,
240998_at,0.6479306,-0.03243088,,,,
202995_s_at,0.64795013,-0.26785089,,,,
227493_s_at,0.64795521,-0.06069524,,,,
219565_at,0.64797797,0.05366478,,,,
221544_s_at,0.64797798,-0.05017574,,,,
240537_s_at,0.64797988,-0.05695331,,,,
227037_at,0.64800931,-0.09695172,,,,
234020_x_at,0.64803334,0.02843227,,,,
233508_at,0.648036,0.03982571,,,,
233832_at,0.64806855,0.03589701,,,,
1552321_a_at,0.64807709,0.04352145,,,,
242343_x_at,0.64812544,0.12681599,,,,
1552389_at,0.64813638,0.16048331,,,,
219412_at,0.64813837,0.22995421,,,,
202216_x_at,0.64814161,0.06409148,,,,
219530_at,0.64816193,0.05179269,,,,
214397_at,0.6482191,0.02861714,,,,
242077_x_at,0.64822623,-0.05493395,,,,
1559889_at,0.64829703,0.03483847,,,,
229452_at,0.64834281,0.06337014,,,,
205747_at,0.64835579,-0.07193059,,,,
210013_at,0.64836266,0.38537486,,,,
238039_at,0.64837831,0.06479972,,,,
227710_s_at,0.64841381,-0.05583162,,,,
205697_at,0.64842672,-0.09822194,,,,
217309_s_at,0.64846475,-0.06671986,,,,
239188_at,0.6484797,-0.03002534,,,,
1569557_at,0.64848554,0.03173457,,,,
1555151_s_at,0.64849004,-0.03610076,,,,
1557817_a_at,0.6485221,-0.0335577,,,,
221729_at,0.64854896,0.14871069,,,,
220522_at,0.64858292,-0.03241856,,,,
1569262_x_at,0.64861259,0.02130131,,,,
230022_at,0.64862521,0.09717799,,,,
205448_s_at,0.64864487,-0.0446847,,,,
237140_x_at,0.64866605,-0.02858017,,,,
1555372_at,0.64871448,0.0775281,,,,
224411_at,0.64873908,0.15586369,,,,
206825_at,0.64874148,0.21862553,,,,
206826_at,0.64874318,0.15470103,,,,
218759_at,0.64875567,-0.05227838,,,,
223785_at,0.64875826,-0.08019467,,,,
1556872_s_at,0.6487613,-0.02733039,,,,
233895_at,0.64879612,0.03185276,,,,
241674_s_at,0.64881296,-0.01809882,,,,
240580_at,0.64882222,-0.02692434,,,,
214529_at,0.6488273,0.02402195,,,,
212603_at,0.6488382,0.07669872,,,,
213073_at,0.64884267,-0.07120054,,,,
204128_s_at,0.64888858,0.12964114,,,,
1555229_a_at,0.6488968,-0.22650102,,,,
205229_s_at,0.64890129,-0.17419914,,,,
219286_s_at,0.64898311,0.06115501,,,,
1568847_at,0.64898562,-0.03380917,,,,
221817_at,0.64899263,-0.0508463,,,,
227340_s_at,0.64900558,0.14047249,,,,
221298_s_at,0.64904055,-0.03092262,,,,
235649_at,0.64904185,-0.10535758,,,,
210817_s_at,0.64906196,0.05953398,,,,
209414_at,0.64906743,0.05314166,,,,
225015_s_at,0.64908991,-0.04460895,,,,
204525_at,0.64911,0.10873717,,,,
217966_s_at,0.64911634,0.15333387,,,,
221149_at,0.64912438,-0.05273021,,,,
226033_at,0.64913547,0.05696113,,,,
228272_at,0.6491648,0.08078886,,,,
202295_s_at,0.64918895,0.12144559,,,,
234225_at,0.64922426,0.03450704,,,,
1552362_a_at,0.64922474,0.34565676,,,,
238206_at,0.64926299,0.10063151,,,,
213131_at,0.64926812,-0.19863782,,,,
229797_at,0.64928693,0.18525502,,,,
1555049_at,0.64929439,0.0329798,,,,
1556090_at,0.64932488,-0.05603405,,,,
200983_x_at,0.64933604,0.08421634,,,,
235356_at,0.64934261,0.07215057,,,,
225400_at,0.6493803,0.07499208,,,,
243313_at,0.64940763,0.10009882,,,,
230266_at,0.64944455,0.13796932,,,,
244861_at,0.64947777,-0.03201997,,,,
238644_at,0.64951298,-0.0666443,,,,
235094_at,0.64956071,0.10269338,,,,
222387_s_at,0.64957828,-0.09482387,,,,
237448_at,0.6495859,0.02929334,,,,
226375_at,0.64960324,0.08363555,,,,
202912_at,0.64965622,-0.17141649,,,,
1564208_x_at,0.64968694,-0.05023053,,,,
221884_at,0.64969056,-0.22189285,,,,
244542_at,0.64969306,0.03453566,,,,
243897_at,0.64971128,0.06999495,,,,
209592_s_at,0.64972219,0.08330233,,,,
204428_s_at,0.64972588,0.20932067,,,,
232808_at,0.64980213,0.04036166,,,,
40189_at,0.64981106,0.04922433,,,,
201538_s_at,0.64988783,-0.10009715,,,,
209366_x_at,0.6499367,0.18660569,,,,
239916_at,0.64993725,0.05390688,,,,
229910_at,0.6499389,0.12236385,,,,
231931_at,0.64996512,0.07609997,,,,
218660_at,0.65003038,0.07340596,,,,
203655_at,0.65005611,0.05885197,,,,
213290_at,0.65008446,-0.1113548,,,,
222408_s_at,0.65009021,-0.05412309,,,,
207409_at,0.65012037,0.4210945,,,,
203605_at,0.65013786,0.06452522,,,,
224482_s_at,0.65015408,-0.11939295,,,,
209917_s_at,0.65020515,0.09642639,,,,
238925_at,0.65022548,-0.07962766,,,,
241632_x_at,0.65022556,0.0411105,,,,
1552279_a_at,0.65024637,0.07520449,,,,
1556879_at,0.65028601,0.06864284,,,,
236658_at,0.65030378,-0.02978901,,,,
1559208_at,0.65032718,-0.02188989,,,,
1569128_at,0.6503564,0.0303116,,,,
232737_s_at,0.65036387,0.16243977,,,,
218287_s_at,0.65036934,0.05451171,,,,
228891_at,0.65041386,-0.07859498,,,,
1562251_a_at,0.65042116,0.02945353,,,,
211780_x_at,0.65047366,-0.05014901,,,,
227027_at,0.65047609,-0.09873872,,,,
224056_at,0.65048107,0.02050869,,,,
244463_at,0.65050071,-0.13935942,,,,
218733_at,0.65057206,0.05234163,,,,
1561128_at,0.65063455,-0.02857152,,,,
236511_at,0.65067398,0.05502058,,,,
222503_s_at,0.650682,0.06615594,,,,
241816_at,0.65069156,0.03375843,,,,
200949_x_at,0.6507332,-0.04325654,,,,
1559611_at,0.65073778,-0.02348747,,,,
238823_at,0.65074228,-0.09312402,,,,
235859_at,0.65077715,-0.03399565,,,,
221580_s_at,0.65085358,0.09750515,,,,
241206_at,0.65087418,0.04275896,,,,
220999_s_at,0.65091058,-0.11964308,,,,
203573_s_at,0.65097481,-0.06934409,,,,
1560378_at,0.65097531,-0.02272447,,,,
213822_s_at,0.65100474,-0.09189189,,,,
225676_s_at,0.65100714,0.09120678,,,,
228273_at,0.65103093,-0.12602932,,,,
244154_at,0.65106117,-0.04659293,,,,
219466_s_at,0.651063,0.60106014,,,,
236655_at,0.65106446,-0.16212649,,,,
215438_x_at,0.65114209,0.06952576,,,,
1570227_at,0.65118019,0.03445367,,,,
227349_at,0.65120278,0.08961896,,,,
201491_at,0.65120286,0.07352885,,,,
208044_s_at,0.65123749,-0.04927544,,,,
1563104_at,0.65124869,-0.031616,,,,
224235_at,0.65128641,-0.02529551,,,,
207048_at,0.65128811,0.04107685,,,,
243637_at,0.65132326,-0.0381192,,,,
201385_at,0.65134297,0.0439371,,,,
1557328_at,0.65137698,-0.01878021,,,,
228666_at,0.65137734,-0.04158866,,,,
229790_at,0.65138516,-0.07097244,,,,
218611_at,0.6513965,-0.09601583,,,,
1557621_at,0.65142346,-0.05190141,,,,
237421_at,0.65142357,-0.03491872,,,,
205827_at,0.65143651,0.07425799,,,,
231584_s_at,0.65147261,-0.02957907,,,,
222223_s_at,0.65147646,0.14364435,,,,
219752_at,0.65154212,-0.09463199,,,,
242566_at,0.65154388,-0.0298043,,,,
231075_x_at,0.65158441,0.06591976,,,,
242606_at,0.65168039,0.08450475,,,,
206515_at,0.65172132,-0.33909748,,,,
1569290_s_at,0.65173697,0.11327795,,,,
1569459_a_at,0.65177102,-0.01969676,,,,
217450_at,0.65180707,-0.02718297,,,,
218179_s_at,0.65185109,-0.05569279,,,,
242539_at,0.65187811,0.12372292,,,,
214150_x_at,0.6518807,-0.049708,,,,
232134_at,0.65188083,0.07808728,,,,
231623_at,0.6518838,-0.02754366,,,,
1563051_at,0.65189935,0.04633983,,,,
217761_at,0.65194984,-0.10168948,,,,
212758_s_at,0.65195265,0.11664915,,,,
243927_x_at,0.65195859,0.07197403,,,,
1560422_at,0.65196866,0.02087657,,,,
200711_s_at,0.65197313,0.05966735,,,,
234628_at,0.65197528,-0.02616205,,,,
1553494_at,0.65199243,0.01800951,,,,
1561054_a_at,0.65199979,0.02087982,,,,
218224_at,0.65202629,0.10834413,,,,
238335_at,0.6520646,-0.12443918,,,,
223722_at,0.65207202,0.08829782,,,,
206792_x_at,0.65208143,0.06068064,,,,
201656_at,0.65210431,0.14901403,,,,
217659_at,0.65214206,0.03261543,,,,
204995_at,0.65214274,0.20290144,,,,
1566202_at,0.65215643,0.01788056,,,,
239152_at,0.65216429,-0.0294165,,,,
225672_at,0.65218764,-0.05581858,,,,
217776_at,0.65219104,0.07708157,,,,
1557595_at,0.65219426,-0.02726996,,,,
234272_at,0.65220737,-0.02185138,,,,
235920_at,0.65221122,-0.048062,,,,
240286_at,0.65222236,-0.05970702,,,,
209309_at,0.65226487,0.37970322,,,,
232540_x_at,0.65228576,-0.03389413,,,,
238014_at,0.6523118,0.04847936,,,,
219536_s_at,0.65231271,0.0520281,,,,
216315_x_at,0.6523403,0.04978012,,,,
1556447_at,0.65236175,0.02102413,,,,
226970_at,0.65236559,0.06333409,,,,
202566_s_at,0.65236783,0.08668022,,,,
218589_at,0.65239973,0.1284574,,,,
238846_at,0.65240268,0.21052951,,,,
1561320_at,0.65241079,-0.0341288,,,,
231670_at,0.65241749,0.02136663,,,,
1568783_at,0.65244169,-0.02570746,,,,
203794_at,0.65244569,-0.07782814,,,,
231979_at,0.65253656,0.08065397,,,,
209513_s_at,0.65258379,0.10910251,,,,
1563465_at,0.65258915,-0.02076629,,,,
1561613_at,0.65260048,-0.0206368,,,,
236315_at,0.65264612,-0.02804414,,,,
243593_s_at,0.65265788,0.04665834,,,,
217986_s_at,0.65265848,0.07105276,,,,
215080_s_at,0.65270122,-0.03356909,,,,
212254_s_at,0.6527093,-0.09640592,,,,
1559871_s_at,0.65272318,0.02609047,,,,
1563715_at,0.65273984,-0.03210409,,,,
201814_at,0.65274222,-0.0489509,,,,
227985_at,0.65276048,-0.15824201,,,,
1554348_s_at,0.65277974,-0.05941583,,,,
1563498_s_at,0.65279907,-0.08134388,,,,
225639_at,0.65280896,-0.13259436,,,,
227806_at,0.65281137,0.08521742,,,,
219169_s_at,0.65282084,0.07712635,,,,
234647_at,0.65282555,-0.03316738,,,,
41553_at,0.65283629,-0.04022854,,,,
210421_s_at,0.65289695,0.04237358,,,,
1558467_a_at,0.65290397,0.07977156,,,,
242440_at,0.65294404,-0.04944902,,,,
244468_at,0.65303061,0.03037071,,,,
219689_at,0.65307895,0.12657085,,,,
236312_at,0.65310187,0.09672394,,,,
1570572_at,0.65313013,-0.02623113,,,,
237862_at,0.65314634,-0.02496792,,,,
244289_at,0.65316866,0.09897699,,,,
241981_at,0.65319219,0.20024087,,,,
212121_at,0.65319511,0.05953512,,,,
231062_at,0.65320472,0.05069466,,,,
225492_at,0.65321737,-0.06925557,,,,
209713_s_at,0.6532377,0.11812464,,,,
210180_s_at,0.65324038,0.09133371,,,,
210933_s_at,0.65327216,0.15351355,,,,
1557820_at,0.65330308,0.06630158,,,,
234917_at,0.65331879,-0.02847021,,,,
207956_x_at,0.65332079,0.06930794,,,,
203217_s_at,0.65332707,0.14542342,,,,
209200_at,0.65333904,-0.12211832,,,,
217682_at,0.65334884,-0.0674576,,,,
1570402_at,0.65336089,0.0736285,,,,
212877_at,0.65337259,-0.09535815,,,,
208177_at,0.65340233,0.04036067,,,,
1556540_a_at,0.65346581,0.0276983,,,,
238132_at,0.6534684,-0.03633442,,,,
241251_at,0.65347422,-0.022038,,,,
223490_s_at,0.65359822,0.0816946,,,,
205773_at,0.65362463,0.12510055,,,,
228645_at,0.65371416,0.13372752,,,,
217460_at,0.65372973,-0.02040737,,,,
225259_at,0.65377261,-0.07170164,,,,
221051_s_at,0.65377926,0.06329091,,,,
213289_at,0.65381173,0.08433116,,,,
213653_at,0.65381489,0.07784798,,,,
212232_at,0.65384042,-0.06664429,,,,
1556839_s_at,0.65385453,-0.05570731,,,,
220855_at,0.65390922,0.02988875,,,,
242809_at,0.65391932,-0.04603157,,,,
202878_s_at,0.65393098,0.10004692,,,,
203057_s_at,0.65397017,0.06465618,,,,
236518_at,0.65397026,-0.12667577,,,,
216457_s_at,0.65398911,0.05542696,,,,
200996_at,0.65401754,-0.06366221,,,,
205020_s_at,0.65403839,0.10153795,,,,
208952_s_at,0.65407217,0.08690705,,,,
203918_at,0.65409419,-0.08171916,,,,
203524_s_at,0.65412873,-0.10930687,,,,
1570022_at,0.65414483,0.01661246,,,,
1563874_at,0.65417675,0.05722458,,,,
227116_at,0.65419378,0.06022689,,,,
219344_at,0.65421598,-0.07446424,,,,
1558578_a_at,0.65421879,-0.02574989,,,,
200987_x_at,0.65423737,0.06959172,,,,
221478_at,0.65426735,0.09161504,,,,
236344_at,0.65428168,0.08183374,,,,
225256_at,0.65428967,0.0719927,,,,
241176_at,0.6543105,0.0217453,,,,
1554034_a_at,0.65433971,0.03828753,,,,
232375_at,0.65434572,-0.05750123,,,,
219836_at,0.65434709,0.1851709,,,,
1560924_at,0.65437918,-0.0255808,,,,
243764_at,0.65438868,-0.25912033,,,,
221662_s_at,0.65440248,0.18299859,,,,
212195_at,0.65445037,0.10372588,,,,
240664_at,0.65448802,0.03211683,,,,
241519_at,0.65449333,0.02222294,,,,
219969_at,0.65450661,0.06869519,,,,
227837_at,0.65452808,0.05510021,,,,
238804_at,0.6545316,-0.12647336,,,,
223139_s_at,0.65454019,0.06895665,,,,
229429_x_at,0.65454237,0.0891306,,,,
230667_at,0.654574,0.06437238,,,,
241906_at,0.65457562,0.07300374,,,,
1562215_at,0.65460106,-0.04117302,,,,
232947_at,0.65465098,-0.03809111,,,,
234171_at,0.65465502,-0.02456898,,,,
203277_at,0.65469039,-0.06564265,,,,
213974_at,0.65469801,0.17579759,,,,
216762_at,0.65470788,-0.02939447,,,,
220497_at,0.65473222,0.05950811,,,,
1560563_at,0.65476055,0.0371918,,,,
207468_s_at,0.65476402,-0.05764269,,,,
222235_s_at,0.65479062,0.0872198,,,,
226484_at,0.65480329,0.09188964,,,,
1555059_at,0.65482112,-0.0266216,,,,
244050_at,0.65485457,-0.15112563,,,,
203745_at,0.6548589,-0.05903283,,,,
1569310_at,0.65487501,0.02863222,,,,
214995_s_at,0.65488064,-0.11526849,,,,
203955_at,0.654908,-0.06367272,,,,
243527_at,0.65491339,-0.08594565,,,,
1567861_at,0.65493334,-0.01985014,,,,
210532_s_at,0.65497314,0.05132502,,,,
229240_at,0.65497577,-0.10699721,,,,
226362_at,0.65504473,0.09071561,,,,
221968_s_at,0.65507856,-0.03408575,,,,
1561427_at,0.6550891,-0.0278888,,,,
219655_at,0.6550917,0.10929852,,,,
221019_s_at,0.65509592,-0.22371029,,,,
243825_at,0.6551565,0.02940842,,,,
1563114_at,0.65517977,-0.02879644,,,,
218348_s_at,0.65525917,-0.05283078,,,,
210908_s_at,0.65527885,0.06278333,,,,
201960_s_at,0.65528777,0.07856591,,,,
1556690_s_at,0.65529423,0.05966968,,,,
204084_s_at,0.65533123,0.06524684,,,,
207455_at,0.65533339,0.07674675,,,,
217341_at,0.65539569,-0.03161122,,,,
217965_s_at,0.65540563,0.0651804,,,,
215306_at,0.6554087,-0.13294009,,,,
221622_s_at,0.65542374,0.06022931,,,,
242498_x_at,0.65544231,0.0534236,,,,
238863_x_at,0.65546534,0.03854852,,,,
234555_at,0.65547235,-0.03297879,,,,
202695_s_at,0.65548236,0.10128009,,,,
215271_at,0.6555489,-0.07570879,,,,
222239_s_at,0.65557877,0.06224394,,,,
237835_at,0.65570997,0.02918825,,,,
231192_at,0.65574316,0.24032139,,,,
237962_x_at,0.65576188,-0.01872431,,,,
219976_at,0.65579035,0.17178911,,,,
214039_s_at,0.65581649,0.12060769,,,,
217164_at,0.65581912,0.12141177,,,,
1563495_at,0.65584602,-0.02719208,,,,
223734_at,0.65588901,0.17509507,,,,
228983_at,0.65591048,-0.04828979,,,,
221454_at,0.65598551,-0.02815486,,,,
202022_at,0.65598919,-0.12450661,,,,
1559190_s_at,0.65603823,-0.08453704,,,,
221000_s_at,0.65604568,-0.07321187,,,,
238533_at,0.6560486,0.16869443,,,,
211040_x_at,0.65608217,0.06215345,,,,
219981_x_at,0.65608782,0.07273959,,,,
222396_at,0.65609649,0.10042921,,,,
1564400_at,0.65612407,0.02824127,,,,
224037_at,0.65616329,-0.10612885,,,,
212097_at,0.65617249,0.18357865,,,,
206743_s_at,0.65621051,0.28901015,,,,
207531_at,0.65622828,0.03062348,,,,
219625_s_at,0.65625674,-0.06299003,,,,
222077_s_at,0.65625813,0.09835412,,,,
239383_at,0.65625857,0.06765428,,,,
240825_at,0.65629019,-0.03249643,,,,
225317_at,0.65629094,0.06435196,,,,
242668_x_at,0.65629339,-0.03525504,,,,
230146_s_at,0.65633311,0.10137498,,,,
237926_s_at,0.65635931,-0.02172551,,,,
227119_at,0.65645568,-0.06692897,,,,
218245_at,0.65647595,-0.08706296,,,,
1566571_at,0.65649596,-0.03964192,,,,
209284_s_at,0.65651799,-0.06373763,,,,
219409_at,0.65652354,0.0528844,,,,
1554844_at,0.65662283,0.02139441,,,,
209298_s_at,0.65664714,0.10138166,,,,
227932_at,0.65664962,-0.06094554,,,,
218086_at,0.65666359,-0.13291726,,,,
211750_x_at,0.65667095,-0.05247838,,,,
232910_at,0.65667614,-0.0331744,,,,
228623_at,0.65668648,-0.10793658,,,,
225142_at,0.6567039,-0.12317701,,,,
229010_at,0.65672149,-0.0870514,,,,
206466_at,0.65672524,-0.02343348,,,,
220489_s_at,0.65672878,0.03636271,,,,
235618_at,0.65674493,0.05540544,,,,
1559372_at,0.65680969,-0.02564189,,,,
238545_at,0.65681551,-0.07179285,,,,
232996_at,0.65682123,0.02343556,,,,
201326_at,0.65685374,0.06787618,,,,
209069_s_at,0.65689046,0.06003556,,,,
236278_at,0.65690441,0.15627136,,,,
224934_at,0.65691419,0.0479911,,,,
217511_at,0.65693614,-0.07212702,,,,
203737_s_at,0.65693853,0.07394799,,,,
213894_at,0.65693854,0.13362245,,,,
219283_at,0.65694667,0.07322075,,,,
207107_at,0.65696202,0.02385542,,,,
1561025_at,0.6569696,0.02169591,,,,
206345_s_at,0.65698682,0.43104556,,,,
231792_at,0.65700446,0.04140117,,,,
237362_at,0.65704501,-0.03380117,,,,
213402_at,0.65707759,-0.05672851,,,,
214419_s_at,0.65710337,0.17527005,,,,
203636_at,0.65710599,0.14179477,,,,
210087_s_at,0.65713271,0.10415903,,,,
221049_s_at,0.65716058,0.04993892,,,,
215981_at,0.65717351,-0.02112648,,,,
229728_at,0.65718133,0.04554968,,,,
229959_at,0.65720672,-0.03437058,,,,
220777_at,0.65721951,0.06865882,,,,
232596_at,0.65728398,0.10061989,,,,
237761_at,0.65729593,-0.02656399,,,,
1553138_a_at,0.65730299,-0.03880343,,,,
222468_at,0.65731594,0.07432099,,,,
230153_at,0.65733329,-0.02846087,,,,
218078_s_at,0.65739965,-0.06673279,,,,
1563335_at,0.6574103,-0.02686201,,,,
235202_x_at,0.65744056,0.10711239,,,,
212608_s_at,0.65746228,-0.06724901,,,,
217263_x_at,0.65746637,-0.02665857,,,,
1552828_at,0.6575188,0.04051026,,,,
226128_at,0.65753829,-0.06024357,,,,
1555403_a_at,0.65755616,0.14462321,,,,
1560147_at,0.65756592,0.04167527,,,,
217012_at,0.65757123,-0.01948185,,,,
213283_s_at,0.65757327,0.10935359,,,,
219271_at,0.65759156,-0.17097167,,,,
224780_at,0.65761616,0.07464192,,,,
228341_at,0.65761816,0.08489595,,,,
207266_x_at,0.657621,0.10529466,,,,
244145_at,0.6576347,-0.05794319,,,,
1560460_at,0.65764653,-0.02188693,,,,
203585_at,0.65765599,-0.14278119,,,,
238919_at,0.65765679,0.11557593,,,,
211839_s_at,0.65769559,-0.03183999,,,,
242307_at,0.65769698,-0.04622097,,,,
216887_s_at,0.65771477,0.15428361,,,,
207024_at,0.65776846,-0.03459992,,,,
1557192_at,0.65778064,0.06242124,,,,
227576_at,0.65778211,-0.10124555,,,,
236896_at,0.65780704,-0.0650237,,,,
233857_s_at,0.65787525,-0.12731033,,,,
1555436_a_at,0.6579817,-0.1045852,,,,
212934_at,0.65800384,0.0649555,,,,
1553213_a_at,0.65801946,0.0802788,,,,
235330_at,0.65802692,-0.05891428,,,,
220530_at,0.65804193,-0.01952778,,,,
242536_at,0.65805965,0.09457581,,,,
237197_at,0.65806557,-0.0531586,,,,
1570046_at,0.65807503,0.01924565,,,,
200604_s_at,0.65808136,-0.10572213,,,,
200718_s_at,0.65809505,0.02957178,,,,
235204_at,0.6581078,0.06905322,,,,
208922_s_at,0.65813703,-0.05634505,,,,
203185_at,0.65813827,-0.14008313,,,,
218402_s_at,0.65816944,-0.05761283,,,,
227026_at,0.65817426,0.05197937,,,,
209620_s_at,0.65817986,-0.05402861,,,,
205803_s_at,0.65820384,0.17510392,,,,
201357_s_at,0.65823283,-0.06780067,,,,
239651_at,0.65823459,0.07537247,,,,
219190_s_at,0.65823735,-0.06145361,,,,
1567377_at,0.65824234,0.02411531,,,,
1558496_at,0.65824746,-0.02066774,,,,
239067_s_at,0.65825161,-0.08502048,,,,
207533_at,0.6582972,-0.03073134,,,,
202822_at,0.65833459,0.07802758,,,,
208497_x_at,0.65836559,-0.02293786,,,,
223159_s_at,0.65838442,-0.09795916,,,,
238381_x_at,0.6584158,0.04847956,,,,
1553216_at,0.65843326,-0.0426558,,,,
233427_x_at,0.6584406,0.0391099,,,,
230681_at,0.65850547,-0.03857747,,,,
1559583_at,0.65858438,-0.0298635,,,,
210672_s_at,0.65862127,0.06171022,,,,
241886_x_at,0.65863334,0.02512866,,,,
222130_s_at,0.65865199,-0.04469715,,,,
1556739_at,0.6586567,-0.02584914,,,,
220800_s_at,0.65867608,-0.11556291,,,,
229055_at,0.65868824,-0.11840542,,,,
230195_at,0.65874419,-0.20368038,,,,
217767_at,0.65878132,0.24080194,,,,
211591_s_at,0.65880776,-0.02760074,,,,
233462_at,0.65881991,0.02858265,,,,
1570190_at,0.65882284,0.02651785,,,,
207505_at,0.65884979,0.04985633,,,,
232136_s_at,0.65887235,-0.15506975,,,,
1555661_at,0.65889468,-0.02890062,,,,
1561529_at,0.65889883,-0.01990366,,,,
210854_x_at,0.65891229,-0.13354643,,,,
207612_at,0.65891578,-0.03192148,,,,
1560509_at,0.65895076,0.04562702,,,,
204277_s_at,0.65896993,-0.06202816,,,,
204742_s_at,0.65901264,0.09388604,,,,
222383_s_at,0.65903785,-0.04969796,,,,
236429_at,0.65904292,0.1580491,,,,
214380_at,0.65904682,-0.02988695,,,,
210730_s_at,0.65906459,-0.02590267,,,,
208759_at,0.65907902,-0.06762389,,,,
201639_s_at,0.65909312,-0.07534722,,,,
235402_at,0.65911235,0.03965966,,,,
225107_at,0.65912552,-0.15356273,,,,
1563704_at,0.65914899,0.01810167,,,,
216599_x_at,0.65919251,0.03486701,,,,
1554918_a_at,0.65921024,0.15759934,,,,
1564635_a_at,0.65922611,0.04534698,,,,
203342_at,0.65931818,-0.05983722,,,,
202580_x_at,0.65933989,0.1393329,,,,
238518_x_at,0.65940512,0.15408547,,,,
1552878_at,0.65940896,-0.02338039,,,,
219774_at,0.65944807,-0.05461024,,,,
237690_at,0.65945466,0.18098923,,,,
214045_at,0.65948654,0.0675537,,,,
202516_s_at,0.65948863,0.09468962,,,,
1558791_at,0.65949155,0.03990619,,,,
1560087_a_at,0.65953339,0.02323055,,,,
219193_at,0.65958842,0.08050015,,,,
1556787_s_at,0.6595941,-0.02449103,,,,
240524_x_at,0.65959678,0.02698253,,,,
226333_at,0.65959948,-0.14769042,,,,
1556602_at,0.65960877,0.07626671,,,,
212639_x_at,0.65962626,-0.04738539,,,,
202468_s_at,0.65963145,0.09996244,,,,
241330_x_at,0.65964466,0.02873319,,,,
242898_at,0.6596548,0.05494325,,,,
218355_at,0.65965482,-0.12284299,,,,
1555688_s_at,0.6597167,0.03508654,,,,
208407_s_at,0.65973257,-0.08687827,,,,
1564240_at,0.65973529,0.04799877,,,,
216898_s_at,0.6597354,-0.02960602,,,,
235195_at,0.65975926,0.09794383,,,,
203007_x_at,0.65975958,-0.08714881,,,,
1557346_a_at,0.65976596,0.03064998,,,,
225435_at,0.65976748,0.07092684,,,,
239684_at,0.65977039,0.02381418,,,,
1560118_at,0.65977337,0.02816702,,,,
223579_s_at,0.6597775,0.22666425,,,,
226938_at,0.65978818,0.07056632,,,,
201223_s_at,0.65980395,0.05661352,,,,
1569551_at,0.65982704,0.03613131,,,,
1567238_at,0.65984018,-0.02544019,,,,
238957_at,0.65984714,-0.01995703,,,,
1553697_at,0.65985228,-0.0576885,,,,
234676_s_at,0.65985688,-0.03435295,,,,
217136_at,0.65985969,-0.02037266,,,,
228199_at,0.65987432,0.07124477,,,,
238915_at,0.65988147,-0.06257069,,,,
1554665_at,0.65991746,0.03899199,,,,
235517_at,0.65993992,0.04589868,,,,
211359_s_at,0.65994789,-0.03062997,,,,
215234_at,0.65997119,-0.03653027,,,,
230887_at,0.66000906,0.05844861,,,,
230176_at,0.66001899,0.06210731,,,,
241258_at,0.66001908,-0.02358214,,,,
224344_at,0.66002529,-0.03014402,,,,
222032_s_at,0.6600262,-0.05096641,,,,
228349_at,0.66007463,0.09871145,,,,
234336_s_at,0.66008233,-0.02405039,,,,
223877_at,0.6600888,0.10740212,,,,
1566987_s_at,0.66012155,0.05757202,,,,
212238_at,0.66012929,-0.05833122,,,,
243651_at,0.66013794,0.03149888,,,,
202700_s_at,0.6601401,-0.07579187,,,,
203295_s_at,0.66014016,0.06693981,,,,
201160_s_at,0.66015763,0.09082146,,,,
203401_at,0.66017244,-0.09252526,,,,
232154_at,0.66017566,0.07441371,,,,
235763_at,0.66018407,-0.23020059,,,,
1559759_at,0.66019204,-0.02964695,,,,
218549_s_at,0.66024834,0.0809153,,,,
228226_s_at,0.66033728,-0.05889007,,,,
207979_s_at,0.66036189,-0.07955553,,,,
241845_at,0.66036324,-0.0562157,,,,
221393_at,0.66037802,-0.03023405,,,,
229450_at,0.66037883,-0.16397434,,,,
220342_x_at,0.66039434,0.10049839,,,,
227521_at,0.66042603,0.05153345,,,,
225792_at,0.66044111,0.2138169,,,,
214192_at,0.66044963,-0.03085938,,,,
242790_at,0.66048134,0.05408976,,,,
1564475_s_at,0.66048155,-0.06922592,,,,
205899_at,0.66051099,0.15219074,,,,
238882_at,0.66052102,0.04195634,,,,
240547_at,0.66059022,0.02665835,,,,
229722_at,0.66059261,0.04487452,,,,
35626_at,0.66060329,0.07516025,,,,
214724_at,0.66060744,0.0989971,,,,
207381_at,0.66061449,0.09842245,,,,
239891_x_at,0.66067843,0.0820602,,,,
212597_s_at,0.66072735,0.0662427,,,,
214621_at,0.66072844,0.35360057,,,,
218516_s_at,0.66072925,-0.06948441,,,,
201689_s_at,0.66076965,-0.18374122,,,,
240217_s_at,0.66078886,-0.03257403,,,,
206551_x_at,0.66081084,0.05913057,,,,
218927_s_at,0.66081317,0.07586095,,,,
238776_x_at,0.66082411,-0.02791895,,,,
1562566_at,0.66083186,-0.02158867,,,,
223261_at,0.66083918,0.06288098,,,,
209017_s_at,0.66084233,0.05812238,,,,
239559_at,0.66087515,-0.04427217,,,,
218396_at,0.66089191,-0.08405293,,,,
